Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_in_months,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60243.46,5070.288333333333,6,5,16.0,3,5,12,0.61,8.0,854.02,39.72100247123147,269,76.8203135363397,182.2385841955684,497.96993560142516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60243.46,5070.288333333333,6,5,16.0,3,0,12,0.61,8.0,854.02,42.268911755261605,270,76.8203135363397,79.34637099679149,590.862148800202
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60243.46,5070.288333333333,6,5,16.0,3,5,12,0.61,8.0,854.02,39.58958499859689,272,76.8203135363397,40.71987278037624,629.4886470166173
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8892.36,833.0300000000002,8,6,34.0,8,33,19,29.89,13.0,2838.2,37.0762157907261,134,35.67802095147094,50.64696627691119,286.9780127716179
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45034.34,4021.861666666666,4,7,8.0,2,7,13,4.3,0.0,36.56,35.443647792028365,283,48.72639377777586,126.08722630701293,477.3725465818778
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45034.34,4021.861666666666,4,7,8.0,2,7,13,4.3,2.0,36.56,30.364208190045748,284,48.72639377777586,47.33664207675818,546.1231308121327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,83206.72,7003.8933333333325,9,10,25.0,7,29,22,7.81,6.0,1394.25,32.680071176602674,87,472.48502129086927,314.8288104620727,193.07550158039138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83206.72,7003.8933333333325,9,10,25.0,7,29,22,10.81,6.0,1394.25,31.430938823229116,88,472.48502129086927,162.46500178754405,315.43931025492014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,83206.72,7003.8933333333325,9,10,25.0,7,29,22,3.81,8.0,1394.25,24.79355866746151,90,472.48502129086927,319.44972997076013,168.45458207170398
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,57136.44,4954.37,9,6,27.0,6,16,19,25.89,11.0,3811.31,27.000730375134285,31,234.159487156454,110.8890209224416,410.3884919211045
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16197.91,1319.825833333333,7,4,10.0,7,18,19,7.07,6.0,119.94,29.69626581151445,124,64.32450334133745,52.550070328883436,305.10800966311245
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16197.91,1319.825833333333,7,4,10.0,7,15,19,7.07,11.0,119.94,37.26691208459077,125,64.32450334133745,66.25275981726952,291.4053201747264
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16197.91,1319.825833333333,7,4,10.0,7,15,19,7.07,11.0,119.94,28.444407874891034,126,64.32450334133745,49.68952672577674,287.9685532662192
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35586.4,2796.5333333333333,5,5,6.0,6,12,16,14.68,10.0,1355.24,24.30309668108871,221,137.65589403875794,206.91144140407133,225.0859978905041
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8967.46,984.2883333333332,8,7,17.0,5,62,16,28.66,10.0,4303.0,27.16896467396869,129,34.45915837767416,112.12685089566558,241.8428240599936
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,73394.12,5968.176666666666,9,9,23.0,5,20,17,19.85,11.0,2704.68,38.20369157200946,106,168.17678112425563,47.03409928454594,621.6067862578651
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73394.12,5968.176666666666,9,9,23.0,5,20,17,19.85,11.0,2704.68,29.688629249910328,107,168.17678112425563,197.02838435710015,511.6125011853109
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,73394.12,5968.176666666666,9,9,23.0,5,20,17,19.85,1418.0,2704.68,36.24418455424011,108,168.17678112425563,281.0069909200261,437.633894622385
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17044.23,1671.3525,6,9,34.0,3,18,25,3.33,11.0,2396.18,30.887795749601835,174,31.74690149352809,127.05135890777632,288.33698959869565
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8609.79,511.4825000000001,8,8,28.0,6,16,22,26.1,10.0,3688.7,35.929538213249366,86,34.83110684041458,28.54914919882768,257.76799396075774
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14353.89,1285.1575,9,9,24.0,6,53,16,24.4,11.0,3259.17,30.466592747301927,36,71.05797218969101,87.91537197458766,249.54240583572133
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19339.08,1729.59,0,3,11.0,2,15,8,10.64,3.0,150.14,36.8242191207797,299,28.49894890332992,65.06213746886587,369.3979136278042
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19339.08,1729.59,0,3,11.0,2,12,5,10.64,3.0,150.14,29.72323620988155,300,28.49894890332992,228.009226230008,206.4508248666621
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21596.24,1962.686666666667,4,6,6.0,2,5,6,2.0600000000000005,4.0,128.19,28.04521909651277,204,34.93664091216415,30.529865566584128,370.8021601879184
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123375.18,10275.265,2,5,7.0,4,7,0,8.99,4.0,36.21,31.74921116384266,282,56946.0,521.0844433613048,526.2580374047001
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123375.18,10275.265,2,5,7.0,4,9,0,8.99,4.0,36.21,29.845039615160985,284,260.184019233995,116.36768755360916,890.9747932123958
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17347.04,1285.5866666666668,6,8,15.0,5,21,11,8.62,8.0,2674.44,30.72136663386231,163,38.51620310672261,63.290033200351324,306.7524303595927
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17347.04,1285.5866666666668,6,8,15.0,5,21,9,8.62,8.0,2674.44,27.646388029136048,164,38.51620310672261,68.4141086240426,301.6283549359015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,102343.68,8736.64,6,5,10.0,4,32,22,11.17,6.0,450.66,26.580522029374656,198,240.35148110451755,775.7780447021682,137.53447419331414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60983.72,5162.9766666666665,1,7,6.0,1,23,3,14.18,3.0,491.77,33.660810716477684,327,34.22826739889327,90.42246264179651,651.6469366259769
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17816.75,1657.729166666667,10,7,29.0,9,26,28,1.6,17.0,2422.84,27.33047152584823,197,68.75110037840645,37.23084815100138,309.79096813725886
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30231.09,2610.2575,3,6,3.0,3,5,1,4.09,2.0,1263.11,33.1914564423945,406,55.94390700008432,49.297094736167004,405.7847482637487
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30231.09,2610.2575,3,6,3.0,3,5,1,4.09,2.0,1263.11,35.208376638754714,408,55.94390700008432,195.63448035508495,279.4473626448307
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18293.52,1634.46,6,5,16.0,6,23,17,22.53,14.0,2945.92,38.982330348390505,121,46.50896766089725,89.37210075748264,317.56493158162016
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14542.23,1070.8525,7,760,16.0,3,57,15,15.079999999999998,13.0,1482.46,22.69002302950844,201,18.26578152551848,54.26035846684473,294.5591100076368
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14542.23,1070.8525,7,5,16.0,3,57,17,18.08,13.0,1482.46,27.6708092293515,202,18.26578152551848,73.10698928068187,305.71247919379965
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14542.23,1070.8525,7,5,16.0,3,57,15,18.08,13.0,1482.46,28.82108752532249,204,18.26578152551848,46.018887405950835,332.8005810685307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34094.94,2671.245000000001,8,5,15.0,7,58,17,21.73,12.0,2704.98,26.570299452506674,145,169.8552985851418,232.3643531548038,154.90484826005442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34094.94,2671.245000000001,8,5,15.0,7,58,1297,21.73,12.0,2704.98,29.56790291714469,146,169.8552985851418,77.8915017363652,279.37769967849306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30470.59,2518.215833333333,3,5,12.0,4,5,5,11.82,3.0,554.31,31.40329735580383,312,82.25597157030113,92.85112136990027,326.714490393132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30470.59,2518.215833333333,3,5,12.0,4,5,5,11.82,3.0,554.31,26.122495153399296,314,82.25597157030113,216.89561696728,232.66999479575225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30470.59,2518.215833333333,3,5,12.0,-100,0,5,15.82,3.0,554.31,39.969996771322045,315,82.25597157030113,32.998687248339444,386.56692451469286
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,67942.9,5857.908333333333,5,3,19.0,6,12,16,14.98,8.0,1012.18,28.16854682318607,176,236.51618176535573,135.16807006708692,464.1065815008907
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,67942.9,5857.908333333333,5,3,19.0,6,9,17,11.98,8.0,1012.18,22.0821274353626,177,236.51618176535573,539.2328001326132,90.04185143536438
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,71508.27,5994.0225,7,6,13.0,4,12,19,10.47,4.0,1266.04,27.337408071542352,318,132.09684694356892,225.10383529761523,512.2015677588158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32364.58,2572.0483333333336,9,10,18.0,5,62,15,14.15,11.0,2527.33,28.09177550022605,122,113.12869858956648,200.59740062338082,233.4787341203861
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,70709.04,5592.419999999999,6,5,20.0,6,9,15,18.68,10.0,805.64,28.857747343710948,207,260.88351244918806,103.69119321169944,434.6672943391124
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40341.16,3529.763333333334,5,7,15.0,7,23,12,17.34,10.0,2385.46,27.80037085546055,224,164.44725929600915,36.549410099854676,391.97966393746964
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158483.48,12927.956666666669,2,1,6.0,3,1,5,2.65,7.0,471.82,43.45288823341425,343,347.53545957543184,255.06263636799716,930.1975707232381
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95858.31,8019.1925,3,6,6.0,2,25,11,6.89,3.0,345.07,37.73321295936583,303,149.80092011180002,706.2167322764315,215.90159761176847
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41588.74,3201.728333333333,5,3,7.0,2,14,8,10.95,6.0,630.25,24.53459629694414,324,61.942865755910894,253.71246910176768,284.51749847565475
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108462.87,9313.5725,0,5,11.0,4,1,5,7.01,2.0,34.26,29.005328955793733,219,349.9197478449641,63.764509450524436,757.6729927045114
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108462.87,9313.5725,0,5,11.0,4,1,8,7.01,2.0,34.26,26.43417366542583,222,349.9197478449641,185.85070671010448,635.5867954449312
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,81969.24,6707.77,8,8,15.0,4,41,23,9.56,15.0,2015.16,30.54666709574932,249,188.5425068150913,214.2575646611813,517.9769285237277
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,81969.24,6707.77,8,8,15.0,4,41,23,9.56,15.0,2015.16,41.67075247779668,250,188.5425068150913,210.6908943030765,531.5435988818324
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,87095.61,7063.9675,0,7,7.0,3,15,6,7.77,4.0,1005.15,34.32272327345441,404,158.70988572841063,141.66798504974028,646.018879221849
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41647.6,3411.633333333333,9,8,33.0,5,48,25,10.66,12.0,1303.11,36.0807959346755,185,170.43292371577104,417.70232722318667,43.02808239437571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,71522.2,6107.1833333333325,7,8,28.0,6,54,16,28.04,13.0,3683.98,31.474705360722627,169,244.42007380310497,181.77871073500046,454.5195487952279
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14093.08,1246.4233333333334,4,3,22.0,4,24,17,7.3,13.0,1321.92,33.21508109770317,184,42.11098304737305,44.2576668797169,308.2736834062434
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15509.88,1157.49,9,6,23.0,6,59,21,13.16,10.0,2664.21,24.941758155220608,130,74.0411329309988,75.1661995040167,236.54166756498452
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53627.01,4644.9175,10,8,30.0,7,18,18,19.73,16.0,3796.42,39.9817139814125,69,186.1061962088812,101.71773006800542,426.66782372311343
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,53627.01,4644.9175,10,8,30.0,7,18,18,19.73,16.0,3796.42,36.4488633271125,70,186.1061962088812,475.1894697269389,93.19608406417984
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53627.01,4644.9175,10,8,30.0,7,22,18,19.73,16.0,3796.42,35.32410111429033,71,186.1061962088812,63.001355992775075,465.3841977983437
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53627.01,4644.9175,10,8,30.0,-100,18,19,19.73,16.0,3796.42,41.08129325854036,72,186.1061962088812,36.96164060137647,481.42391318974234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36210.3,3029.525,9,8,30.0,4,53,18,4.18,8.0,1744.57,30.767898189074803,234,106.03947722125092,279.8946845681972,187.01833821055197
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100831.95,8599.6625,0,1,3.0,3,5,4,6.0,6.0,220.4,23.75391303230513,237,250.5993115471892,595.3423492557991,294.0245891970118
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45051.24,3874.27,6,6,6.0,3,22,19,10.3,11.0,1014.25,28.97393574593915,388,73.94070822230266,268.8794861806669,334.6068055970305
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45051.24,3874.27,6,6,6.0,3,22,19,10.3,11.0,1014.25,31.678245838057624,389,73.94070822230266,32.795169894966065,520.6911218827313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14787.01,1524.250833333333,7,7,33.0,5,40,16,28.77,11.0,2975.16,24.50795038354456,68,48.33910161048432,53.10146303872504,340.98451868412394
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,82332.68,6814.056666666666,6,9,20.0,7,45,13,9.25,13.0,1566.54,31.403872247224484,85,289.35555385861994,493.4925727265587,178.55754008148799
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28496.3,2357.6916666666666,7,10,21.0,2,15,20,7.06,12.0,1513.71,37.40588820126425,246,45.5651069881152,210.2785306388768,249.92552903967476
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28496.3,2357.6916666666666,7,10,21.0,2,15,20,7.06,12.0,1513.71,24.153587197352948,247,45.5651069881152,122.89217143123844,357.3118882473131
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24813.21,1954.347717355684,6,4,18.0,3,22,20,2.35,8.0,573.77,39.6476698383218,352,246.0253484067612,181.4352385840879,293.83594565346726
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24813.21,1954.347717355684,6,4,18.0,3,22,22,2.35,8.0,573.77,25.44784441373955,354,246.0253484067612,203.07959877510154,252.19158546245362
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,83669.52,6869.46,8,6,17.0,3,16,6,12.22,4.0,1234.99,40.31730175026684,205,179.52553770894218,92.10691785932201,655.3135444317359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119113.71,9694.1425,4,7,4.0,2,8,4,5.85,3.0,645.24,31.26485678292326,314,139.79919680961186,460.4980826406383,639.1169705497499
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19487.77,1338.9808333333333,6,8,16.0,6,49,23,13.54,12.0,2050.42,38.08112676170639,132,97.37555546030649,100.89736045733885,225.62516741568803
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19487.77,1338.9808333333333,6,8,16.0,6,46,25,6.54,12.0,2050.42,29.717112157397032,133,97.37555546030649,50.85650533995346,265.66602253307343
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,82339.36,6944.613333333334,7,3,19.0,4,9,15,18.2,8.0,1136.96,24.14220930087324,347,180.8383381571661,153.6061682729194,600.0168269032479
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71766.06,5968.505,8,4,15.0,4,5,8,14.06,4.0,940.66,30.480139425155787,271,198.30905387568544,99.51253567542048,549.0289104488941
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71766.06,5968.505,8,4,15.0,4,5,8,7.06,4.0,940.66,36.6482532177108,273,198.30905387568544,161.19187234050992,517.3495737838047
